T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Classes
34,792,-160,3.7,276,-21.6,120.6,22,119.1,19.7,1
34,797,-160,3.9,299,-26.7,112.7,21,103.7,64.3,1
34,810,-160,3.6,291,-27,33.6,-1,109.9,9.8,1
34,808,-160,2.5,277,-23.9,41.4,12,116.4,3.4,1
34,817,-160,4.8,290,-22.8,26.2,6,108.2,9.3,1
34,819,-160,6.1,289,-18.9,89.7,13,115,4.8,1
34,822,-160,1.8,288,-25.3,111.7,25,118.3,47,1
34,841,-160,1.7,295,-25.2,47.9,-8,111.5,6.1,1
34,835,-160,6.2,292,-23.1,122,26,112,12.2,1
34,841,-160,2.5,287,-23.6,111,19,118.4,45.8,1
40.5,135,-66.8,0.7,257,-17.3,77.4,17,96.8,0.4,1
40.5,138,-74.2,5.2,259,-15.3,77.4,-10,104.1,0.4,1
40.5,141,-83.8,1.3,166,-10.3,78.9,-1,113.8,7.4,1
40.5,144,-74.9,2.5,248,-19.3,95.3,-1,104.9,0.5,1
40.5,208,-78.1,0.5,157,-10.6,75.7,11,108.1,4.8,1
40.5,211,-86.3,3.2,178,-7,70.8,6,116.3,7,1
40.5,338,-111.5,4,176,-5.1,82.3,3,129.3,54,0
40.5,341,-108.9,3.9,166,-11.5,81.5,8,120.2,38.9,0
40.5,344,-107.9,1.5,176,-4.4,65.5,14,128.8,45.7,0
40.5,347,-101.4,2.3,258,-13.1,83.8,-30,126.3,97.6,0
40.5,350,-105.7,0.5,257,-17.7,89.5,7,123.5,50.4,0
40.5,354,-106.6,4,184,-9.1,74.5,3,123.5,31.4,0
40.5,357,-112.1,3.6,164,-9.7,60,13,138.4,93.6,0
40.5,361,-107.2,2.4,240,-11.5,78.4,25,131.7,101.8,0
40.5,364,-112.3,0.9,168,-8.3,91.9,4,134.4,83.8,0
40.5,368,-121.5,5.4,249,-19.3,76.8,18,106.5,1.7,1
40.5,517,-128,5,173,-13.4,80.3,-8,126.5,10.8,0
40.1,134,-53.5,0.5,258,-17.5,78.5,17,83.5,0.3,1
40.1,138,-60.3,5.3,264,-17,82.3,-9,90.3,0.2,1
40.1,141,-55.1,1.3,156,-11.4,85.4,-1,85.1,0.5,1
40.1,144,-73.7,2.5,252,-22.2,102.5,-1,103.6,1.3,1
40.1,208,-77.4,0.4,150,-11.2,80,10,103.6,33.2,1
40.1,211,-65.4,3.1,174,-7.5,73,6,95.4,2.7,1
40.1,338,-95.8,3.9,173,-5.3,84.2,3,110.6,38.6,1
40.1,340,-101.2,3.8,164,-11.8,83.3,7,99.6,7.1,1
40.1,343,-91.5,1.4,173,-4.6,67.3,13,107.7,27.3,1
40.1,349,-96.2,2.6,260,-13.7,86.3,-29,114.6,54.2,1
40.1,350,-107.9,0.4,259,-18.8,92.3,7,113.1,12.7,1
40.1,354,-93.7,4,182,-9.5,76,3,104.9,17.5,1
40.1,356,-100.2,3.5,161,-9.9,60.7,12,117.9,51.4,1
40.1,359,-98.7,2.2,241,-12.3,80.7,23,118.3,64.8,1
40.1,364,-114.1,0.9,166,-8.5,93.9,3,107.7,6,1
40.1,367,-104.2,5.2,250,-20.5,78.9,17,92.6,2,1
40.1,518,-118.1,5,171,-13.9,82.1,-8,115.3,14.2,1
39.6,133,-58.5,0.3,260,-17.8,79.6,17,88.5,0.4,1
39.6,139,-59,5.4,270,-18.8,87.4,-8,89,0.1,1
39.6,141,-61.6,1.3,146,-12.3,93,-1,91.6,3.1,1
39.6,144,-62.3,2.5,257,-25.5,110.4,-1,92.3,0.2,1
39.6,207,-68.7,0.3,142,-11.6,84.8,8,98.5,15.3,1
39.6,210,-72.9,3.1,170,-7.9,75.4,5,102.9,4.2,1
39.6,338,-93.6,3.9,170,-5.5,86.1,3,116.5,57.3,1
39.6,340,-93.5,3.8,161,-12.1,85.1,7,120.4,75.6,0
39.6,342,-107.1,1.3,169,-4.8,69.3,12,115,14.2,1
39.6,350,-101.2,2.9,262,-14.3,88.8,-28,119.6,54.8,1
39.6,350,-100.9,0.4,262,-19.9,95.3,6,117.8,46.4,1
39.6,353,-93.2,4,179,-9.8,77.6,2,115.2,52.6,1
39.6,356,-105.9,3.4,158,-10.2,61.5,12,134.1,98.3,0
39.6,358,-101,2,242,-13.1,83.1,22,122.5,78.7,0
39.6,364,-117.3,0.9,163,-8.7,95.9,3,124,41.1,0
39.6,366,-106.9,5,252,-21.8,81.1,16,97.5,2.7,1
39.6,518,-118.4,5.1,168,-14.3,84,-7,120.2,21.2,0
39.2,132,-49.1,0.1,261,-18.1,80.7,16,79.1,0.4,1
39.2,139,-52.7,5.4,276,-20.4,92.8,-7,82.7,0.1,1
39.2,141,-53.1,1.3,134,-12.8,101.7,-1,83.1,0.5,1
39.2,144,-65.1,2.5,262,-29,118.9,-1,95.1,0.5,1
39.2,207,-64,0.3,138,-11,84.3,8,93.9,7,1
39.2,210,-59.4,3,165,-8.3,77.9,5,89.4,1.7,1
39.2,338,-96.1,3.9,168,-5.7,88.1,3,103.9,12.4,1
39.2,340,-85.3,3.7,158,-12.3,86.9,7,107,48.1,1
39.2,341,-90.2,1.1,166,-5.1,71.4,12,101.3,16.5,1
39.2,351,-103.1,3.1,264,-14.9,91.3,-27,111.3,17.9,1
39.2,349,-88.9,0.3,264,-21,98.5,6,110.2,73.5,1
39.2,353,-93.4,4,177,-10.2,79.3,2,107,21.9,1
39.2,355,-97.4,3.2,155,-10.4,62.3,11,125.6,79,0
39.2,357,-96.9,1.8,243,-14,85.6,21,114,49.5,1
39.2,364,-89.2,0.8,161,-8.9,97.9,3,113.6,96.9,1
39.2,365,-95.4,4.9,254,-23.2,83.5,15,88.8,3.5,1
39.2,518,-113.6,5.2,166,-14.7,86,-7,115.6,38.5,1
38.8,130,-56.4,6.1,262,-18.4,81.8,16,86.4,0.3,1
38.8,140,-61.7,5.5,282,-21.9,98.3,-7,91.7,0,1
38.8,141,-63.2,1.3,123,-12.9,111.5,0,93.2,0.1,1
38.8,144,-71.8,2.5,268,-32.7,127.7,-1,101.8,0.1,1
38.8,206,-72.8,0.2,134,-10.3,83.9,7,102.8,4.7,1
38.8,210,-68.5,3,161,-8.6,80.5,4,98.5,2.4,1
38.8,337,-91.8,3.8,165,-5.8,90.1,3,112.6,41.8,1
38.8,339,-96.8,3.6,155,-12.6,88.8,6,112.5,26.2,1
38.8,341,-103.6,1,161,-5.3,73.6,11,110.3,13.7,1
38.8,353,-106.7,3.3,266,-15.5,93.9,-26,119.1,28.9,1
38.8,349,-109.3,0.3,267,-22.2,101.7,6,121.1,26.8,0
38.8,353,-114.1,4,174,-10.6,81,2,122,17.9,0
38.8,354,-102.3,3.1,152,-10.5,63.1,11,130.9,71.4,0
38.8,356,-103.7,1.6,245,-14.9,88.3,20,122.5,59.5,0
38.8,364,-104.5,0.8,159,-9,99.9,3,126.5,74.7,0
38.8,364,-103.1,4.7,256,-24.6,86,14,97.7,4,1
38.8,519,-117.7,5.2,163,-15.1,88,-7,125.3,37.5,0
38.4,130,-64.2,6,263,-18.7,83,16,94.2,0.2,1
38.4,140,-75,5.5,288,-23.2,103.9,-6,105,0.1,1
38.4,141,-72.3,1.3,111,-12.4,122.2,0,102.3,0.1,1
38.4,144,-78.2,2.5,275,-36.5,136.8,-1,108.2,0.1,1
38.4,206,-75,0.1,129,-9.6,83.4,6,105,2.3,1
38.4,210,-80.8,3,156,-8.9,83.2,4,110.8,4.5,1
38.4,337,-108.8,3.8,162,-5.9,92.1,2,126.2,30.6,0
38.4,339,-101.3,3.6,152,-12.7,90.7,6,121,38.4,0
38.4,340,-110.9,0.9,157,-5.5,76.1,10,122.4,25.4,0
38.4,354,-101.9,3.5,268,-16.1,96.4,-25,126.3,100.3,0
38.4,349,-103.5,0.2,270,-23.4,105.1,6,130,108.8,0
38.4,353,-119.2,3.9,172,-10.9,82.7,2,135.2,35.8,0
38.4,354,-109.9,3,149,-10.7,63.9,10,138.9,65.7,0
38.4,355,-108.7,1.4,246,-15.9,91.1,19,131.9,91.6,0
38.4,364,-116.2,0.8,156,-9.2,102,3,138.3,75.3,0
38.4,364,-125.9,4.6,258,-26,88.6,13,108.1,1.6,1
38.4,519,-127.3,5.3,160,-15.5,90.1,-7,137.3,36.3,0
38,129,-52.1,5.8,264,-19,84.2,16,82.1,0.3,1
38,140,-61.7,5.6,294,-24.2,109.6,-6,91.7,0.1,1
38,141,-53.7,1.3,100,-11.4,133.6,0,83.7,0,1
38,144,-58.7,2.5,283,-40.1,146,-1,88.7,0.1,1
38,206,-62,0.1,126,-8.8,83,6,91.9,1.8,1
38,209,-69.3,2.9,151,-9.2,86,4,99.3,5.8,1
38,337,-94.7,3.8,160,-6.1,94.2,2,116.2,45.6,1
38,339,-89.5,3.5,150,-12.9,92.7,6,107,30.3,1
38,340,-100.1,0.8,153,-5.7,78.7,9,110.5,27.7,1
38,355,-93.6,3.7,270,-16.6,99,-24,115.8,84.1,1
38,349,-95,0.2,273,-24.6,108.7,5,121.8,109.5,0
38,353,-104.2,3.9,169,-11.3,84.5,2,122.2,41.9,0
38,353,-89.8,2.9,146,-10.8,64.8,9,119.5,37.8,1
38,354,-93.4,1.3,247,-16.9,93.9,18,120.7,112.4,0
38,363,-106.3,0.8,154,-9.3,104,3,127.3,74,0
38,363,-93.7,4.5,260,-27.5,91.3,13,99.8,15.1,1
38,520,-115.6,5.4,158,-15.9,92.3,-6,125.9,39.7,0
37.7,128,-54.8,5.7,265,-19.3,85.4,15,84.8,0.1,1
37.7,140,-57,5.6,301,-24.9,115,-6,87,0,1
37.7,141,-58.1,1.3,90,-10.2,145.2,0,88.1,0,1
37.7,144,-58.2,2.5,293,-43.3,155,-1,88.2,0,1
37.7,205,-71.2,0,125,-8.9,83.4,6,101.2,4.1,1
37.7,209,-69.7,2.9,147,-9.4,88.9,3,99.7,5.3,1
37.7,337,-111.9,3.8,157,-6.2,96.3,2,119.9,16.9,1
37.7,338,-92.2,3.5,147,-13,94.6,6,105.8,19.5,1
37.7,339,-98.2,0.7,148,-5.8,81.5,9,110.7,27.6,1
37.7,356,-102.3,3.9,272,-17.2,101.5,-24,120.1,54.4,0
37.7,348,-92.4,0.2,276,-25.8,112.3,5,121.7,76.3,0
37.7,353,-100.1,3.9,167,-11.6,86.3,2,126.1,80.9,0
37.7,353,-100.6,2.8,143,-10.9,65.7,9,127.8,77.1,0
37.7,353,-98.5,1.1,248,-18,97,17,126.5,108.4,0
37.7,363,-102.2,0.8,151,-9.4,106.1,3,127.9,90.3,0
37.7,362,-105.8,4.4,263,-29.1,94.2,12,107.7,9.4,1
37.7,520,-115.3,5.4,155,-16.2,94.6,-6,127.5,44.7,0
37.4,127,-50.9,5.5,267,-19.6,86.7,15,80.9,0.1,1
37.4,140,-61.8,5.7,307,-25.3,120.4,-6,91.8,0.1,1
37.4,141,-63.9,1.3,82,-8.8,156.5,0,93.9,0.1,1
37.4,144,-57.1,2.5,305,-45.8,163.7,-1,87.1,0.1,1
37.4,205,-76.1,6.2,125,-8.9,83.7,6,106,10.9,1
37.4,209,-63.5,2.9,142,-9.5,91.9,3,93.5,2.4,1
37.4,337,-101.8,3.8,154,-6.3,98.4,2,117,23.8,1
37.4,338,-98.7,3.4,144,-13.1,96.6,5,98.8,4.4,1
37.4,339,-89.9,0.7,144,-6,84.5,8,104,26.8,1
37.4,348,-102.5,0.1,280,-27,116.1,5,130.3,104.3,0
37.4,352,-89.8,2.7,140,-11,66.6,9,118.4,64.8,1
37.4,353,-106.7,1,250,-19.1,100.1,16,131,100.5,0
37.4,353,-104.7,3.9,164,-11.9,88.1,2,124,52.9,0
37.4,357,-109.3,4.1,274,-17.7,104.1,-23,117.9,19.7,1
37.4,362,-91.2,4.3,266,-30.7,97.3,12,110.5,65.8,1
37.4,363,-118,0.7,149,-9.5,108.2,3,128.1,31.9,0
37.1,126,-61.8,5.4,268,-19.9,87.9,15,91.8,0.2,1
37.1,141,-71.1,5.7,312,-25.5,125.4,-6,101.1,0.1,1
37.1,141,-62.4,1.3,74,-7.4,167,0,92.4,0.1,1
37.1,144,-62.2,2.5,318,-47.2,172,-1,92.2,0.1,1
37.1,205,-72,6.2,125,-8.9,84,6,102,2,1
37.1,209,-71.9,2.8,138,-9.5,94.9,3,101.9,0.7,1
37.1,539,-160,0.7,298,3.3,354.1,7,146.9,18.7,0
37.1,542,-152.5,5.9,174,-1.6,14.1,-1,146.9,19.8,0
37.1,545,-143,0.3,179,-10.4,4.9,5,146.9,27.4,0
37.1,549,-155.1,4.9,160,-7.5,6.4,9,146.9,19.4,0
37.1,553,-159.7,5,182,-5.8,5.6,5,146.9,22.9,0
37.1,557,-150.7,3.6,169,-6.5,25.4,20,146.9,20.4,0
37.1,561,-160,0.7,167,-5.7,13.5,6,146.9,18.9,0
37.1,565,-158.5,2.1,294,6.1,9.2,10,146.9,18.9,0
37.1,570,-138.6,3.6,153,-4.7,357.1,9,146.9,39.4,0
37.1,574,-155,5.8,175,-3.6,14.1,23,146.9,19.3,0
37.1,578,-156.2,5.9,292,3.7,15.2,16,146.9,19.1,0
37.1,583,-156.8,0.5,174,-4.5,15,5,146.9,19.5,0
37.1,587,-160,6.1,284,3.5,356.4,8,146.9,18.9,0
37.1,592,-160,3.4,286,1.6,8.6,-17,146.9,18.8,0
37.1,597,-160,2.5,291,6.9,1.4,20,146.9,18.8,0
37.1,601,-160,3.6,153,-8.1,27,1,146.7,22.7,0
37.1,606,-160,5.6,160,-10.2,5.2,10,146.9,19.3,0
37.1,611,-160,1.7,289,3.5,358.5,7,146.9,18.9,0
37.1,616,-160,2.2,158,-4.3,345.7,-10,146.9,18.8,0
37.1,621,-160,5.5,180,-11.3,9.4,12,146.9,20.4,0
37.1,626,-160,3.7,282,7.1,6.7,1,146.9,18.8,0
37.1,631,-160,2.1,304,5.6,12.1,4,146.9,18.8,0
37.1,636,-160,0.5,278,0.4,1.8,4,146.9,18.8,0
37.1,641,-160,2.4,283,9.6,345.8,21,146.9,18.8,0
36.8,126,-61.8,5.4,268,-19.9,87.9,15,91.8,0,1
36.8,141,-71.1,5.7,312,-25.5,125.4,-6,101.1,0,1
36.8,141,-62.4,1.3,74,-7.4,167,0,92.4,0.1,1
36.8,144,-62.2,2.5,318,-47.2,172,-1,92.2,0.1,1
36.8,363,-122.8,2.7,286,6.1,0.2,8,145,112.7,0
36.8,366,-120.8,3.6,172,-2.2,24.1,15,145.6,105.4,0
36.8,368,-110.7,3.4,172,-8.7,359.7,0,139.8,89.9,0
36.8,371,-109.4,4.6,290,0.7,7.8,10,138.7,81.5,0
36.8,374,-125,2.7,284,3.4,8.5,8,142.5,111.1,0
36.8,376,-119.7,3.8,283,4.5,15.9,16,145,116.6,0
36.8,379,-120,2.6,282,6.3,16,-6,145.4,115.2,0
36.8,539,-160,0.7,298,3.3,354.1,7,147.2,11.2,0
36.8,542,-152.5,5.9,174,-1.6,14.1,-1,147.2,14.3,0
36.8,545,-143,0.3,179,-10.4,4.9,5,147.1,26.9,0
36.8,549,-155.1,4.9,160,-7.5,6.4,9,147.1,20.3,0
36.8,553,-159.7,5,182,-5.8,5.6,5,147.2,21.3,0
36.8,557,-150.7,3.6,169,-6.5,25.4,20,146.8,61.7,0
36.8,561,-160,0.7,167,-5.7,13.5,6,147.2,16.7,0
36.8,565,-158.5,2.1,294,6.1,9.2,10,143.3,115.2,0
36.8,570,-138.6,3.6,153,-4.7,357.1,9,147.1,37.4,0
36.8,574,-155,5.8,175,-3.6,14.1,23,147.2,19,0
36.8,578,-156.2,5.9,292,3.7,15.2,16,145.9,102.3,0
36.8,583,-156.8,0.5,174,-4.5,15,5,147.1,20.7,0
36.8,587,-160,6.1,284,3.5,356.4,8,147.2,17.5,0
36.8,592,-160,3.4,286,1.6,8.6,-17,147.2,19.5,0
36.8,597,-160,2.5,291,6.9,1.4,20,147,41.4,0
36.8,601,-160,3.6,153,-8.1,27,1,147.2,8.4,0
36.8,606,-160,5.6,160,-10.2,5.2,10,147.2,19.2,0
36.8,611,-160,1.7,289,3.5,358.5,7,147.1,20.8,0
36.8,616,-160,2.2,158,-4.3,345.7,-10,147.2,8.4,0
36.8,621,-160,5.5,180,-11.3,9.4,12,147.1,21.1,0
36.8,626,-160,3.7,282,7.1,6.7,1,146.7,70.6,0
36.8,631,-160,2.1,304,5.6,12.1,4,147.2,14.6,0
36.8,636,-160,0.5,278,0.4,1.8,4,147,41,0
36.8,641,-160,2.4,283,9.6,345.8,21,147.2,11.5,0
36.6,123,-58.1,2.6,164,-3.2,344.3,2,88.1,2.1,1
36.6,126,-56.6,4.7,156,-4.3,12,2,86.5,4.8,1
36.6,129,-62.3,1.7,162,-4.5,358.6,9,92.3,1.8,1
36.6,134,-68.2,4.7,177,-5.2,355.8,-4,98.2,2,1
36.6,139,-64.5,1.1,156,-7.6,354.4,-10,94.5,3.9,1
36.6,143,-77.1,2.4,309,5.5,349,7,106.8,4.8,1
36.6,148,-69.6,4,156,-4.9,348,5,96,12.5,1
36.6,154,-66.3,0.1,295,3.6,352,-15,96.2,3,1
36.6,158,-71.6,4.7,179,-6,8.2,12,101.6,1.7,1
36.6,164,-61.4,2.1,291,3.6,346.8,9,91.4,1.3,1
36.6,169,-73.9,5.6,162,-6.9,10.8,1,90.9,14.7,1
36.6,175,-74.5,4.2,162,-1.6,356.4,-6,101.7,24.1,1
36.6,181,-72.9,3.5,165,-6.6,11.9,1,95.4,23.2,1
36.6,186,-75.8,1.8,284,4.9,337.1,3,105,10.5,1
36.6,192,-74.9,5.4,304,9.4,7.3,1,104.8,12.4,1
36.6,198,-81.8,4.8,150,-2.6,2.3,9,107,34,1
36.6,205,-84.4,2.8,296,2.6,359.2,-17,102.9,13.3,1
36.6,210,-89.4,6.2,172,-6.4,5.1,25,117.9,35,1
36.6,216,-94.1,1.4,161,-2.6,9.4,12,101.2,9.8,1
36.6,223,-81,0.5,161,-4.7,359.6,-3,103.2,32.9,1
36.6,229,-88.5,0.7,156,-4.9,15.9,0,89.1,5.4,1
36.6,236,-81.1,0.1,292,6,356.4,-1,109.4,35.8,1
36.6,242,-100.9,0.2,158,-8.8,0.2,1,105.9,23,1
36.6,249,-87.2,0.4,163,-9,4.2,2,100.1,24.5,1
36.6,255,-94.5,1.9,156,-3.4,16.7,8,93.7,5.2,1
36.6,363,-94.1,2.6,287,6.2,359.5,8,113,57.3,1
36.6,365,-103.2,3.5,169,-2.2,22.6,14,119.2,48.5,1
36.6,368,-101.7,3.4,169,-9.1,356.7,0,105.9,19.1,1
36.6,371,-95,4.5,293,0.7,5.7,9,118.9,94.4,1
36.6,373,-105.2,2.6,287,3.5,6.4,8,119.8,73.1,1
36.6,376,-103.4,3.7,286,4.6,14.3,15,122.9,64.2,0
36.6,379,-100.4,2.7,283,6.3,15.6,-6,123.2,96.4,0
36.6,539,-125.4,0.7,301,3.3,352.2,7,106.2,8.1,1
36.6,542,-133.8,5.9,172,-1.6,12.7,-1,110.6,23,1
36.6,545,-134.4,0.3,179,-10.5,4.7,5,110.9,8,1
36.6,549,-149.3,4.9,160,-7.6,6.2,9,98.1,11.5,1
36.6,553,-129.9,5,180,-5.9,3.9,5,109.8,6.4,1
36.6,556,-145.9,3.5,169,-6.5,25.4,20,120.2,25.2,0
36.6,561,-141.9,0.7,164,-5.8,12.1,6,95.3,18.8,1
36.6,565,-145.5,2,296,6.2,7.8,10,118.4,55,1
36.6,569,-149.5,3.6,153,-4.8,356.7,9,101.7,5.9,1
36.6,573,-140.2,5.7,175,-3.6,14,23,120.3,19.8,0
36.6,578,-142.3,5.8,292,3.8,14.9,16,120.3,34,0
36.6,583,-135.8,0.5,174,-4.5,15,5,111.7,21.2,1
36.6,587,-148.4,6.1,285,3.6,355.9,8,106.7,20.7,1
36.6,593,-152,3.6,288,1.6,7.2,-17,122.8,10.3,0
36.6,596,-144.2,2.4,293,7,359.8,20,121.7,18,0
36.6,601,-147.7,3.6,153,-8.1,27,1,116.4,13.1,1
36.6,606,-142.4,5.5,158,-10.3,3.6,10,106.7,15.2,1
36.6,611,-149.2,1.7,289,3.5,358.1,7,107.3,27.2,1
36.6,616,-149.8,2.3,157,-4.4,345.3,-10,105,7.3,1
36.6,620,-160,5.4,178,-11.6,8,12,105.4,2.5,1
36.6,626,-155.9,3.7,284,7.2,5.4,1,120.5,31.3,0
36.6,630,-158.9,2.1,306,5.7,11.1,4,108.5,23.6,1
36.6,635,-160,0.5,278,0.4,1.5,4,128.7,33.7,0
36.6,640,-159.6,2.3,285,9.8,343.8,20,117.4,4.4,1
36.4,123,-69.5,2.6,153,-3.5,333.3,2,97.5,12.1,1
36.4,126,-60.1,4.7,155,-4.4,11.2,2,90,7.3,1
36.4,129,-61.5,1.7,160,-4.7,357.2,9,91.4,1.4,1
36.4,134,-57.9,4.8,176,-5.3,354.7,-4,87.8,0.6,1
36.4,139,-62.6,1.1,153,-7.7,352.7,-10,92.5,5.1,1
36.4,143,-70.1,2.4,319,5.6,341.5,7,100.1,0.5,1
36.4,148,-61.2,4,147,-5.2,339.5,5,91.1,2.8,1
36.4,154,-71.5,0.2,298,3.7,349.7,-14,101.4,5.7,1
36.4,158,-69.7,4.6,179,-6.1,7.8,12,99.7,2.7,1
36.4,164,-80.3,2,293,3.7,344.5,9,110.1,4.2,1
36.4,169,-70.4,5.6,161,-7,10.3,1,94.3,19.4,1
36.4,175,-66.2,4.2,160,-1.6,355.3,-6,95.7,11.4,1
36.4,181,-83.3,3.5,164,-6.7,11.5,1,99.1,22.5,1
36.4,186,-78.3,1.8,291,5.2,329.7,3,108.2,5.4,1
36.4,192,-78.2,5.4,311,9.6,3.5,1,108.1,7.4,1
36.4,198,-78.4,4.8,149,-2.7,1.4,9,106.7,32.9,1
36.4,206,-82.3,2.9,297,2.6,357.7,-17,108,25,1
36.4,209,-87.9,6,171,-6.5,4.6,25,115.6,35.4,1
36.4,216,-81.2,1.3,160,-2.6,8.9,12,104,35.9,1
36.4,223,-98.1,0.5,156,-4.9,354.9,-3,97.8,19,1
36.4,229,-95,0.7,150,-5.1,12.9,0,93.3,4.8,1
36.4,236,-90.8,0.1,298,6.2,352.2,-1,115.8,44.8,1
36.4,242,-94.6,0.2,153,-9.1,355.9,1,104.8,16.8,1
36.4,249,-94.5,0.4,157,-9.4,0.4,2,106.9,23.3,1
36.4,255,-94.2,1.9,155,-3.4,16.5,8,97.7,9.4,1
36.4,363,-94.7,2.6,287,6.2,358.8,8,119.8,108.5,1
36.4,364,-109.4,3.4,165,-2.3,21.1,13,121.8,40.5,0
36.4,368,-105.4,3.4,166,-9.4,353.6,0,101.9,14.2,1
36.4,370,-107.6,4.5,296,0.7,3.5,9,126.6,66.3,0
36.4,373,-113,2.6,290,3.6,4.2,7,126.2,59.8,0
36.4,375,-98.9,3.6,289,4.8,12.5,14,126.3,108.6,0
36.4,380,-115.5,2.7,283,6.4,15.2,-6,128.6,40,0
36.4,539,-129.6,0.6,303,3.3,350.2,7,122.7,28.5,0
36.4,542,-124.6,5.9,170,-1.6,11.2,-1,112.5,19.5,1
36.4,545,-134.2,0.2,179,-10.5,4.6,5,108.6,6.4,1
36.4,548,-134.5,4.8,160,-7.6,6,9,101.6,21.4,1
36.4,553,-129.6,5,178,-6.1,2,5,109.3,8.2,1
36.4,555,-135.3,3.3,168,-6.5,25.4,20,122.9,15.6,0
36.4,561,-147.4,0.7,162,-5.9,10.7,5,97.3,20.2,1
36.4,564,-135.4,1.9,298,6.3,6.5,10,125,42,0
36.4,569,-130.8,3.5,152,-4.8,356.3,9,98.6,2.5,1
36.4,572,-141.7,5.5,174,-3.6,14,23,116.1,15.9,1
36.4,577,-136.9,5.7,293,3.8,14.6,16,127.8,107.2,0
36.4,582,-146,0.5,174,-4.5,14.9,5,112.2,13.8,1
36.4,587,-145.5,6,285,3.6,355.4,7,120.4,90.9,0
36.4,593,-148.9,3.7,290,1.7,5.8,-16,134.8,27.1,0
36.4,595,-143.1,2.3,295,7.1,358.1,19,129.7,36.5,0
36.4,601,-152.7,3.6,152,-8.1,26.9,1,118,11.7,1
36.4,605,-144.6,5.5,156,-10.5,2,10,110.7,26.2,1
36.4,611,-149.1,1.6,290,3.6,357.6,7,119.9,95.5,1
36.4,616,-150.8,2.3,156,-4.4,344.8,-10,102.3,8.9,1
36.4,620,-156.1,5.4,177,-11.9,6.4,11,104.5,3.2,1
36.4,626,-156.4,3.7,286,7.3,4.1,1,125.3,26.5,0
36.4,630,-154.2,2.1,308,5.7,10,3,115.2,30.4,1
36.4,635,-152.3,0.5,278,0.4,1.1,4,130.5,29.5,0
36.4,640,-149.9,2.3,287,10,341.7,20,134,22.4,0
36.2,123,-61.4,2.6,141,-3.7,321.5,2,91.4,2,1
36.2,125,-61.1,4.7,153,-4.4,10.4,2,91.1,2.4,1
36.2,129,-65.9,1.6,158,-4.8,355.8,9,95.9,1.7,1
36.2,134,-50.9,4.8,175,-5.4,353.6,-4,80.9,0.1,1
36.2,139,-79.7,1.1,151,-7.9,350.9,-10,108.6,11.5,1
36.2,143,-75.9,2.4,328,5.5,333.3,6,105.8,0.6,1
36.2,148,-70.6,4,137,-5.3,330.4,4,99,11.6,1
36.2,154,-77.6,0.2,300,3.7,347.3,-14,107.6,4.3,1
36.2,157,-78.1,4.5,178,-6.2,7.5,12,106.8,10.2,1
36.2,163,-74.7,2,296,3.8,342.1,8,104.7,1,1
36.2,169,-81.8,5.6,159,-7.1,9.7,1,97.4,9.9,1
36.2,175,-84.8,4.2,159,-1.6,354.2,-6,109.3,20.1,1
36.2,181,-85,3.5,163,-6.8,11.1,1,104.5,19.9,1
36.2,186,-89.9,1.8,298,5.5,322,3,117.5,31,1
36.2,192,-90.7,5.4,317,9.6,359.3,1,115.7,27.2,1
36.2,198,-82,4.7,147,-2.7,0.4,9,109.4,35.9,1
36.2,206,-89.9,2.9,299,2.6,356.2,-16,115.8,25.8,1
36.2,208,-95,5.9,171,-6.6,4.1,25,112.7,17.6,1
36.2,215,-92.2,1.3,159,-2.6,8.4,12,106.8,17.4,1
36.2,223,-89.6,0.5,150,-5.1,349.9,-3,110.2,29.7,1
36.2,229,-103.3,0.7,145,-5.2,9.8,0,99.8,2.8,1
36.2,236,-92.9,0.1,303,6.4,347.7,-1,114.7,36.5,1
36.2,242,-106.9,0.2,147,-9.4,351.4,1,112.4,28.8,1
36.2,249,-92.1,0.4,152,-9.7,356.3,2,107.7,23.5,1
36.2,254,-94,1.8,154,-3.4,16.2,8,99.7,9.4,1
36.2,362,-106.9,2.5,288,6.3,358,8,124.1,51.8,0
36.2,364,-93.1,3.3,162,-2.4,19.4,12,119.3,114.4,1
36.2,368,-98.1,3.4,162,-9.7,350.4,0,103.9,14.8,1
36.2,370,-113.9,4.4,300,0.7,1.2,8,130.2,89.1,0
36.2,373,-102.8,2.5,293,3.7,1.9,7,127.9,110.1,0
36.2,375,-105.3,3.5,293,4.9,10.7,14,129.9,105.4,0
36.2,380,-120.3,2.7,284,6.4,14.8,-6,130.2,26.1,0
36.2,539,-126.4,0.6,306,3.4,348.2,7,120.3,24.9,0
36.2,542,-133.6,5.9,168,-1.7,9.7,-1,114.2,22,1
36.2,545,-125,0.2,179,-10.6,4.4,5,113.2,12.5,1
36.2,548,-130.6,4.8,159,-7.6,5.7,8,104.4,10.1,1
36.2,552,-136.3,4.9,176,-6.3,0.1,5,110.9,7.2,1
36.2,554,-129.7,3.1,168,-6.5,25.4,20,115.8,12.6,1
36.2,560,-138,0.6,160,-6,9.3,5,98.7,9.4,1
36.2,564,-135.4,1.9,301,6.3,5.1,9,128.3,58.5,0
